,Estacion,Fecha,temperatura,radiacion,humedad relativa
1445,Amazonas,2022-12-18 06:15,19.3,3.2,97
1446,Amazonas,2022-12-18 06:30,19.3,10.5,96
1447,Amazonas,2022-12-18 06:45,19.5,27.1,97
1448,Amazonas,2022-12-18 07:00,20.3,49.3,96
1449,Amazonas,2022-12-18 07:15,21.6,101.3,92
1450,Amazonas,2022-12-18 07:30,23.6,127.8,85
1451,Amazonas,2022-12-18 07:45,23.9,85.7,86
1452,Amazonas,2022-12-18 08:00,23.8,84.5,88
1453,Amazonas,2022-12-18 08:15,24.3,111.2,84
1454,Amazonas,2022-12-18 08:30,25.8,222.1,77
1455,Amazonas,2022-12-18 08:45,27.3,317.1,71
1456,Amazonas,2022-12-18 09:00,28.1,346.8,68
1457,Amazonas,2022-12-18 09:15,29.2,409.1,65
1458,Amazonas,2022-12-18 09:30,29.8,441.6,63
1459,Amazonas,2022-12-18 09:45,30.7,472.3,60
1460,Amazonas,2022-12-18 10:00,31.2,505.6,57
1461,Amazonas,2022-12-18 10:15,31.9,531.7,54
1462,Amazonas,2022-12-18 10:30,32.2,548.1,53
1463,Amazonas,2022-12-18 10:45,32.9,572.1,51
1464,Amazonas,2022-12-18 11:00,33.4,569.3,49
1465,Amazonas,2022-12-18 11:15,33.7,598.4,49
1466,Amazonas,2022-12-18 11:30,33.7,612.3,50
1467,Amazonas,2022-12-18 11:45,33.4,617.1,53
1468,Amazonas,2022-12-18 12:00,33.4,621.2,53
1469,Amazonas,2022-12-18 12:15,33.3,622.3,54
1470,Amazonas,2022-12-18 12:30,33.2,619.4,54
1471,Amazonas,2022-12-18 12:45,33.0,615.0,55
1472,Amazonas,2022-12-18 13:00,33.0,575.6,55
1473,Amazonas,2022-12-18 13:15,33.1,651.2,56
1474,Amazonas,2022-12-18 13:30,32.3,277.1,58
1475,Amazonas,2022-12-18 13:45,31.5,285.7,60
1476,Amazonas,2022-12-18 14:00,32.2,393.3,59
1477,Amazonas,2022-12-18 14:15,31.9,325.6,58
1478,Amazonas,2022-12-18 14:30,31.8,289.0,57
1479,Amazonas,2022-12-18 14:45,31.8,345.0,58
1480,Amazonas,2022-12-18 15:00,31.4,213.6,59
1481,Amazonas,2022-12-18 15:15,30.9,185.8,61
1482,Amazonas,2022-12-18 15:30,31.4,318.1,59
1483,Amazonas,2022-12-18 15:45,31.6,286.2,58
1484,Amazonas,2022-12-18 16:00,31.5,242.5,59
1485,Amazonas,2022-12-18 16:15,31.2,206.6,60
1486,Amazonas,2022-12-18 16:30,31.3,153.9,60
1487,Amazonas,2022-12-18 16:45,30.7,118.5,63
1488,Amazonas,2022-12-18 17:00,30.2,68.3,66
1489,Amazonas,2022-12-18 17:15,29.5,36.7,69
1490,Amazonas,2022-12-18 17:30,28.3,13.8,74
1491,Amazonas,2022-12-18 17:45,27.3,5.1,79
1492,Amazonas,2022-12-18 18:00,26.4,2.0,83
1493,Amazonas,2022-12-18 18:15,25.8,1.6,86
1494,Amazonas,2022-12-18 18:30,25.3,1.5,89
1495,Amazonas,2022-12-18 18:45,25.0,1.6,89
1496,Amazonas,2022-12-18 19:00,24.7,1.4,90
1497,Amazonas,2022-12-18 19:15,24.4,1.4,92
1498,Amazonas,2022-12-18 19:30,24.2,1.4,92
1499,Amazonas,2022-12-18 19:45,24.2,1.5,92
1500,Amazonas,2022-12-18 20:00,24.1,1.5,92
1501,Amazonas,2022-12-18 20:15,24.1,1.5,92
1502,Amazonas,2022-12-18 20:30,24.1,1.3,93
1503,Amazonas,2022-12-18 20:45,24.0,1.4,93
1504,Amazonas,2022-12-18 21:00,24.0,1.4,93
1505,Amazonas,2022-12-18 21:15,23.7,560.3,93
1506,Amazonas,2022-12-18 21:30,23.6,629.0,94
1507,Amazonas,2022-12-18 21:45,23.6,488.3,94
1508,Amazonas,2022-12-18 22:00,23.4,433.7,94
1509,Amazonas,2022-12-18 22:15,23.4,402.8,94
1510,Amazonas,2022-12-18 22:30,23.4,373.4,94
1511,Amazonas,2022-12-18 22:45,23.6,357.9,93
1512,Amazonas,2022-12-18 23:00,23.5,233.3,94
1513,Amazonas,2022-12-18 23:15,23.4,1.5,94
1514,Amazonas,2022-12-18 23:30,23.6,1.5,94
1515,Amazonas,2022-12-18 23:45,23.6,220.0,94
1516,Amazonas,2022-12-19 00:00,23.5,205.1,94
1517,Amazonas,2022-12-19 00:15,23.5,75.2,94
1518,Amazonas,2022-12-19 00:30,23.5,327.8,94
1519,Amazonas,2022-12-19 00:45,23.2,315.0,95
1520,Amazonas,2022-12-19 01:00,22.9,307.1,95
1521,Amazonas,2022-12-19 01:15,22.8,299.4,95
1522,Amazonas,2022-12-19 01:30,22.6,200.1,95
1523,Amazonas,2022-12-19 01:45,22.4,1.9,95
1524,Amazonas,2022-12-19 02:00,22.0,3.5,96
1525,Amazonas,2022-12-19 02:15,21.7,255.5,96
1526,Amazonas,2022-12-19 02:30,21.7,291.1,96
1527,Amazonas,2022-12-19 02:45,21.6,285.5,97
1528,Amazonas,2022-12-19 03:00,21.3,281.3,97
1529,Amazonas,2022-12-19 03:15,20.9,278.7,96
1530,Amazonas,2022-12-19 03:30,20.7,263.1,97
1531,Amazonas,2022-12-19 03:45,21.0,270.1,97
1532,Amazonas,2022-12-19 04:00,20.6,268.3,97
1533,Amazonas,2022-12-19 04:15,20.6,265.1,97
1534,Amazonas,2022-12-19 04:30,20.1,264.9,97
1535,Amazonas,2022-12-19 04:45,20.0,263.6,97
1536,Amazonas,2022-12-19 05:00,20.1,261.2,97
1537,Amazonas,2022-12-19 05:15,19.9,257.5,97
1538,Amazonas,2022-12-19 05:30,19.8,260.4,97
1539,Amazonas,2022-12-19 05:45,19.6,263.2,97
1540,Amazonas,2022-12-19 06:00,19.5,260.7,97
1541,Amazonas,2022-12-19 06:15,19.6,262.5,97
1542,Amazonas,2022-12-19 06:30,19.5,264.5,97
1543,Amazonas,2022-12-19 06:45,19.6,280.3,97
1544,Amazonas,2022-12-19 07:00,20.0,283.1,97
1545,Amazonas,2022-12-19 07:15,20.3,298.3,97
1546,Amazonas,2022-12-19 07:30,22.0,138.4,96
1547,Amazonas,2022-12-19 07:45,23.4,182.0,91
1548,Amazonas,2022-12-19 08:00,25.1,227.0,81
1549,Amazonas,2022-12-19 08:15,26.4,256.3,76
1550,Amazonas,2022-12-19 08:30,27.4,287.3,71
1551,Amazonas,2022-12-19 08:45,28.3,334.6,66
1552,Amazonas,2022-12-19 09:00,28.9,373.7,63
1553,Amazonas,2022-12-19 09:15,30.0,411.7,58
1554,Amazonas,2022-12-19 09:30,30.9,420.1,55
1555,Amazonas,2022-12-19 09:45,31.6,507.0,50
1556,Amazonas,2022-12-19 10:00,31.9,501.8,49
1557,Amazonas,2022-12-19 10:15,32.9,525.8,48
1558,Amazonas,2022-12-19 10:30,33.2,649.3,47
1559,Amazonas,2022-12-19 10:45,33.3,695.3,44
1560,Amazonas,2022-12-19 11:00,35.0,597.3,37
1561,Amazonas,2022-12-19 11:15,35.0,610.5,36
1562,Amazonas,2022-12-19 11:30,35.5,704.5,36
1563,Amazonas,2022-12-19 11:45,35.7,628.7,36
1564,Amazonas,2022-12-19 12:00,35.8,631.8,34
1565,Amazonas,2022-12-19 12:15,35.9,628.0,34
1566,Amazonas,2022-12-19 12:30,36.0,620.6,34
1567,Amazonas,2022-12-19 12:45,36.6,615.3,33
1568,Amazonas,2022-12-19 13:00,36.3,591.3,34
1569,Amazonas,2022-12-19 13:15,36.9,553.6,32
1570,Amazonas,2022-12-19 13:30,36.4,516.3,35
1571,Amazonas,2022-12-19 13:45,37.0,597.2,33
1572,Amazonas,2022-12-19 14:00,36.7,553.4,33
1573,Amazonas,2022-12-19 14:15,35.7,450.0,40
1574,Amazonas,2022-12-19 14:30,35.0,406.2,42
1575,Amazonas,2022-12-19 14:45,34.7,458.2,43
1576,Amazonas,2022-12-19 15:00,34.7,405.1,44
1577,Amazonas,2022-12-19 15:15,34.1,416.3,46
1578,Amazonas,2022-12-19 15:30,34.0,357.9,48
1579,Amazonas,2022-12-19 15:45,33.8,280.7,48
1580,Amazonas,2022-12-19 16:00,33.9,261.4,45
1581,Amazonas,2022-12-19 16:15,33.6,221.7,47
1582,Amazonas,2022-12-19 16:30,32.5,166.0,51
1583,Amazonas,2022-12-19 16:45,31.8,141.4,53
1584,Amazonas,2022-12-19 17:00,31.0,74.5,56
1585,Amazonas,2022-12-19 17:15,30.4,48.2,59
1586,Amazonas,2022-12-19 17:30,29.2,14.1,64
1587,Amazonas,2022-12-19 17:45,28.3,5.6,69
1588,Amazonas,2022-12-19 18:00,27.6,2.2,73
1589,Amazonas,2022-12-19 18:15,27.0,1.7,75
1590,Amazonas,2022-12-19 18:30,25.9,1.6,81
1591,Amazonas,2022-12-19 18:45,25.1,1.6,84
1592,Amazonas,2022-12-19 19:00,24.5,1.3,87
1593,Amazonas,2022-12-19 19:15,24.2,1.5,88
1594,Amazonas,2022-12-19 19:30,23.9,1.4,90
1595,Amazonas,2022-12-19 19:45,23.7,1.5,90
1596,Amazonas,2022-12-19 20:00,24.1,1.5,88
1597,Amazonas,2022-12-19 20:15,24.0,1.6,89
1598,Amazonas,2022-12-19 20:30,23.8,1.4,91
1599,Amazonas,2022-12-19 20:45,23.6,1.5,91
1600,Amazonas,2022-12-19 21:00,23.6,1.4,91
1601,Amazonas,2022-12-19 21:15,23.7,1.5,91
1602,Amazonas,2022-12-19 21:30,23.8,1.3,90
1603,Amazonas,2022-12-19 21:45,23.4,1.5,92
1604,Amazonas,2022-12-19 22:00,22.9,1.5,93
1605,Amazonas,2022-12-19 22:15,22.7,1.5,94
1606,Amazonas,2022-12-19 22:30,22.6,1.5,94
1607,Amazonas,2022-12-19 22:45,22.5,1.5,94
1608,Amazonas,2022-12-19 23:00,22.7,1.4,94
1609,Amazonas,2022-12-19 23:15,22.6,1.5,93
1610,Amazonas,2022-12-19 23:30,22.4,1.6,93
1611,Amazonas,2022-12-19 23:45,22.1,1.6,94
1612,Amazonas,2022-12-20 00:00,21.8,1.7,94
1613,Amazonas,2022-12-20 00:15,21.6,1.4,95
1614,Amazonas,2022-12-20 00:30,21.6,1.4,95
1615,Amazonas,2022-12-20 00:45,21.6,1.6,94
1616,Amazonas,2022-12-20 01:00,21.4,1.7,95
1617,Amazonas,2022-12-20 01:15,21.2,1.6,95
1618,Amazonas,2022-12-20 01:30,21.1,1.5,96
1619,Amazonas,2022-12-20 01:45,21.0,1.4,96
1620,Amazonas,2022-12-20 02:00,21.1,1.5,96
1621,Amazonas,2022-12-20 02:15,20.9,1.6,96
1622,Amazonas,2022-12-20 02:30,21.0,2.4,96
1623,Amazonas,2022-12-20 02:45,20.6,1.6,96
1624,Amazonas,2022-12-20 03:00,20.5,1.5,96
1625,Amazonas,2022-12-20 03:15,20.5,1.5,96
1626,Amazonas,2022-12-20 03:30,20.5,1.6,96
1627,Amazonas,2022-12-20 03:45,20.0,1.6,96
1628,Amazonas,2022-12-20 04:00,19.8,1.4,97
1629,Amazonas,2022-12-20 04:15,19.8,1.4,97
1630,Amazonas,2022-12-20 04:30,19.8,1.4,97
1631,Amazonas,2022-12-20 04:45,19.8,1.5,97
1632,Amazonas,2022-12-20 05:00,19.4,1.5,97
1633,Amazonas,2022-12-20 05:15,19.3,2.1,97
1634,Amazonas,2022-12-20 05:30,19.3,1.3,97
1635,Amazonas,2022-12-20 05:45,19.2,1.5,97
1636,Amazonas,2022-12-20 06:00,18.9,1.6,97
1637,Amazonas,2022-12-20 06:15,18.8,2.4,97
1638,Amazonas,2022-12-20 06:30,18.8,6.4,97
1639,Amazonas,2022-12-20 06:45,18.9,146.3,97
1640,Amazonas,2022-12-20 07:00,19.5,816.3,98
1641,Amazonas,2022-12-20 07:15,20.1,484.9,98
1642,Amazonas,2022-12-20 07:30,21.6,442.1,96
1643,Amazonas,2022-12-20 07:45,23.7,326.1,86
1644,Amazonas,2022-12-20 08:00,24.7,215.5,82
1645,Amazonas,2022-12-20 08:15,25.4,278.5,79
1646,Amazonas,2022-12-20 08:30,26.4,281.1,76
1647,Amazonas,2022-12-20 08:45,27.9,322.8,69
1648,Amazonas,2022-12-20 09:00,29.0,361.0,64
1649,Amazonas,2022-12-20 09:15,29.7,399.4,61
1650,Amazonas,2022-12-20 09:30,30.1,546.8,58
1651,Amazonas,2022-12-20 09:45,30.5,467.3,53
1652,Amazonas,2022-12-20 10:00,31.3,495.1,51
1653,Amazonas,2022-12-20 10:15,31.4,525.2,52
1654,Amazonas,2022-12-20 10:30,31.8,547.4,51
1655,Amazonas,2022-12-20 10:45,32.0,567.1,51
1656,Amazonas,2022-12-20 11:00,32.5,582.6,51
1657,Amazonas,2022-12-20 11:15,32.8,598.4,49
1658,Amazonas,2022-12-20 11:30,33.1,604.1,49
1659,Amazonas,2022-12-20 11:45,33.1,602.2,49
1660,Amazonas,2022-12-20 12:00,33.4,603.4,47
1661,Amazonas,2022-12-20 12:15,33.7,607.8,46
1662,Amazonas,2022-12-20 12:30,34.0,601.7,48
1663,Amazonas,2022-12-20 12:45,33.8,593.4,49
1664,Amazonas,2022-12-20 13:00,34.0,577.9,48
1665,Amazonas,2022-12-20 13:15,33.7,565.7,49
1666,Amazonas,2022-12-20 13:30,33.7,553.5,49
1667,Amazonas,2022-12-20 13:45,33.9,591.5,48
1668,Amazonas,2022-12-20 14:00,33.7,553.1,48
1669,Amazonas,2022-12-20 14:15,33.8,491.5,47
1670,Amazonas,2022-12-20 14:30,33.5,470.7,47
1671,Amazonas,2022-12-20 14:45,33.2,445.9,48
1672,Amazonas,2022-12-20 15:00,33.3,423.6,46
1673,Amazonas,2022-12-20 15:15,33.1,398.9,46
1674,Amazonas,2022-12-20 15:30,32.9,334.7,47
1675,Amazonas,2022-12-20 15:45,32.7,285.9,48
1676,Amazonas,2022-12-20 16:00,32.5,247.7,48
1677,Amazonas,2022-12-20 16:15,32.1,205.1,50
1678,Amazonas,2022-12-20 16:30,31.4,141.3,52
1679,Amazonas,2022-12-20 16:45,31.1,122.3,53
1680,Amazonas,2022-12-20 17:00,30.5,46.8,55
1681,Amazonas,2022-12-20 17:15,29.9,18.6,58
1682,Amazonas,2022-12-20 17:30,29.4,8.8,61
1683,Amazonas,2022-12-20 17:45,29.0,3.7,64
1684,Amazonas,2022-12-20 18:00,28.2,1.9,69
1685,Amazonas,2022-12-20 18:15,27.0,1.3,75
1686,Amazonas,2022-12-20 18:30,26.1,1.2,81
1687,Amazonas,2022-12-20 18:45,25.4,1.5,84
1688,Amazonas,2022-12-20 19:00,24.9,1.5,86
1689,Amazonas,2022-12-20 19:15,24.4,1.4,88
1690,Amazonas,2022-12-20 19:30,24.0,1.4,89
1691,Amazonas,2022-12-20 19:45,24.0,1.4,88
1692,Amazonas,2022-12-20 20:00,23.7,1.4,88
1693,Amazonas,2022-12-20 20:15,23.7,1.3,88
1694,Amazonas,2022-12-20 20:30,23.2,1.4,90
1695,Amazonas,2022-12-20 20:45,22.9,1.3,91
1696,Amazonas,2022-12-20 21:00,23.0,1.3,91
1697,Amazonas,2022-12-20 21:15,22.8,1.3,91
1698,Amazonas,2022-12-20 21:30,22.3,1.3,93
1699,Amazonas,2022-12-20 21:45,22.1,1.3,93
1700,Amazonas,2022-12-20 22:00,21.9,1.2,94
1701,Amazonas,2022-12-20 22:15,21.7,1.3,94
1702,Amazonas,2022-12-20 22:30,21.8,1.4,94
1703,Amazonas,2022-12-20 22:45,21.9,1.2,93
1704,Amazonas,2022-12-20 23:00,21.7,1.3,94
1705,Amazonas,2022-12-20 23:15,21.6,1.3,94
1706,Amazonas,2022-12-20 23:30,21.2,1.2,95
1707,Amazonas,2022-12-20 23:45,21.2,1.3,95
1708,Amazonas,2022-12-21 00:00,21.5,1.2,94
1709,Amazonas,2022-12-21 00:15,21.6,1.3,94
1710,Amazonas,2022-12-21 00:30,21.0,1.2,95
1711,Amazonas,2022-12-21 00:45,20.8,1.3,95
1712,Amazonas,2022-12-21 01:00,20.5,1.6,96
1713,Amazonas,2022-12-21 01:15,20.5,3.9,96
1714,Amazonas,2022-12-21 01:30,20.6,4.2,96
1715,Amazonas,2022-12-21 01:45,20.6,3.3,96
1716,Amazonas,2022-12-21 02:00,20.3,4.4,96
1717,Amazonas,2022-12-21 02:15,20.3,4.2,96
1718,Amazonas,2022-12-21 02:30,20.3,3.4,96
1719,Amazonas,2022-12-21 02:45,20.4,2.4,96
1720,Amazonas,2022-12-21 03:00,20.1,1.4,96
1721,Amazonas,2022-12-21 03:15,20.1,2.2,96
1722,Amazonas,2022-12-21 03:30,20.1,2.6,97
1723,Amazonas,2022-12-21 03:45,20.4,2.4,97
1724,Amazonas,2022-12-21 04:00,20.3,2.0,96
1725,Amazonas,2022-12-21 04:15,20.3,1.7,97
1726,Amazonas,2022-12-21 04:30,20.6,1.5,97
1727,Amazonas,2022-12-21 04:45,20.7,133.9,97
1728,Amazonas,2022-12-21 05:00,20.7,255.8,96
1729,Amazonas,2022-12-21 05:15,20.5,329.9,96
1730,Amazonas,2022-12-21 05:30,20.5,285.0,96
1731,Amazonas,2022-12-21 05:45,20.6,263.8,96
1732,Amazonas,2022-12-21 06:00,20.7,35.6,96
1733,Amazonas,2022-12-21 06:15,20.8,3.0,96
1734,Amazonas,2022-12-21 06:30,20.9,6.2,96
1735,Amazonas,2022-12-21 06:45,21.1,16.6,96
1736,Amazonas,2022-12-21 07:00,21.5,34.0,96
1737,Amazonas,2022-12-21 07:15,22.2,78.6,94
1738,Amazonas,2022-12-21 07:30,24.2,136.8,87
1739,Amazonas,2022-12-21 07:45,25.1,170.0,84
1740,Amazonas,2022-12-21 08:00,26.6,198.6,80
1741,Amazonas,2022-12-21 08:15,27.1,230.8,79
1742,Amazonas,2022-12-21 08:30,27.6,273.8,78
1743,Amazonas,2022-12-21 08:45,28.1,372.5,77
1744,Amazonas,2022-12-21 09:00,28.7,353.4,76
1745,Amazonas,2022-12-21 09:15,29.2,388.7,75
1746,Amazonas,2022-12-21 09:30,29.9,418.3,71
1747,Amazonas,2022-12-21 09:45,30.2,454.2,66
1748,Amazonas,2022-12-21 10:00,30.7,496.9,63
1749,Amazonas,2022-12-21 10:15,31.2,505.7,60
1750,Amazonas,2022-12-21 10:30,31.7,535.4,59
1751,Amazonas,2022-12-21 10:45,31.9,552.9,57
1752,Amazonas,2022-12-21 11:00,32.1,575.7,53
1753,Amazonas,2022-12-21 11:15,32.3,563.7,55
1754,Amazonas,2022-12-21 11:30,32.6,608.5,57
1755,Amazonas,2022-12-21 11:45,32.6,584.3,56
1756,Amazonas,2022-12-21 12:00,32.7,631.4,55
1757,Amazonas,2022-12-21 12:15,33.1,607.3,54
1758,Amazonas,2022-12-21 12:30,33.4,640.7,53
1759,Amazonas,2022-12-21 12:45,33.7,610.0,53
1760,Amazonas,2022-12-21 13:00,33.2,617.6,55
1761,Amazonas,2022-12-21 13:15,32.9,304.1,55
1762,Amazonas,2022-12-21 13:30,32.1,347.3,58
1763,Amazonas,2022-12-21 13:45,33.3,604.0,54
1764,Amazonas,2022-12-21 14:00,33.2,453.4,54
1765,Amazonas,2022-12-21 14:15,32.5,501.8,56
1766,Amazonas,2022-12-21 14:30,32.7,449.4,56
1767,Amazonas,2022-12-21 14:45,32.6,452.0,57
1768,Amazonas,2022-12-21 15:00,32.0,387.0,58
1769,Amazonas,2022-12-21 15:15,32.0,389.8,56
1770,Amazonas,2022-12-21 15:30,32.1,339.1,56
1771,Amazonas,2022-12-21 15:45,31.5,300.3,58
1772,Amazonas,2022-12-21 16:00,31.1,260.8,58
1773,Amazonas,2022-12-21 16:15,30.9,208.4,59
1774,Amazonas,2022-12-21 16:30,30.6,170.0,60
1775,Amazonas,2022-12-21 16:45,30.3,131.8,61
1776,Amazonas,2022-12-21 17:00,29.8,93.4,64
1777,Amazonas,2022-12-21 17:15,29.3,53.6,66
1778,Amazonas,2022-12-21 17:30,28.5,15.8,68
1779,Amazonas,2022-12-21 17:45,27.9,6.7,72
1780,Amazonas,2022-12-21 18:00,27.1,2.9,76
1781,Amazonas,2022-12-21 18:15,26.4,2.3,79
1782,Amazonas,2022-12-21 18:30,25.5,1.5,83
1783,Amazonas,2022-12-21 18:45,24.6,2.2,87
1784,Amazonas,2022-12-21 19:00,24.2,3.0,89
1785,Amazonas,2022-12-21 19:15,23.8,2.8,91
1786,Amazonas,2022-12-21 19:30,23.5,3.1,92
1787,Amazonas,2022-12-21 19:45,23.4,2.9,92
1788,Amazonas,2022-12-21 20:00,23.0,2.1,92
1789,Amazonas,2022-12-21 20:15,22.8,2.8,93
1790,Amazonas,2022-12-21 20:30,22.6,2.0,94
1791,Amazonas,2022-12-21 20:45,22.5,2.0,94
1792,Amazonas,2022-12-21 21:00,22.3,3.0,94
1793,Amazonas,2022-12-21 21:15,22.1,4.4,94
1794,Amazonas,2022-12-21 21:30,22.0,4.9,95
1795,Amazonas,2022-12-21 21:45,21.8,2.9,95
1796,Amazonas,2022-12-21 22:00,21.6,2.8,95
1797,Amazonas,2022-12-21 22:15,21.5,2.9,95
1798,Amazonas,2022-12-21 22:30,21.5,2.3,95
1799,Amazonas,2022-12-21 22:45,21.4,1.5,96
1800,Amazonas,2022-12-21 23:00,21.4,1.9,96
1801,Amazonas,2022-12-21 23:15,21.6,1.9,96
1802,Amazonas,2022-12-21 23:30,21.5,1.9,96
1803,Amazonas,2022-12-21 23:45,21.5,1.7,96
1804,Amazonas,2022-12-22 00:00,21.5,2.5,96
1805,Amazonas,2022-12-22 00:15,21.5,2.1,96
1806,Amazonas,2022-12-22 00:30,21.7,2.1,95
1807,Amazonas,2022-12-22 00:45,21.8,1.8,95
1808,Amazonas,2022-12-22 01:00,22.0,2.9,94
1809,Amazonas,2022-12-22 01:15,21.7,3.2,95
1810,Amazonas,2022-12-22 01:30,21.2,2.7,95
1811,Amazonas,2022-12-22 01:45,20.9,2.9,96
1812,Amazonas,2022-12-22 02:00,20.7,2.4,96
1813,Amazonas,2022-12-22 02:15,20.7,2.2,97
1814,Amazonas,2022-12-22 02:30,20.8,2.3,97
1815,Amazonas,2022-12-22 02:45,20.7,2.4,96
1816,Amazonas,2022-12-22 03:00,21.1,1.4,91
1817,Amazonas,2022-12-22 03:15,21.4,1.5,85
1818,Amazonas,2022-12-22 03:30,20.8,1.5,89
1819,Amazonas,2022-12-22 03:45,20.3,1.4,93
1820,Amazonas,2022-12-22 04:00,20.1,1.3,94
1821,Amazonas,2022-12-22 04:15,19.9,1.4,95
1822,Amazonas,2022-12-22 04:30,19.4,1.5,95
1823,Amazonas,2022-12-22 04:45,19.5,1.6,96
1824,Amazonas,2022-12-22 05:00,19.4,1.4,94
1825,Amazonas,2022-12-22 05:15,19.0,1.3,95
1826,Amazonas,2022-12-22 05:30,18.7,1.3,96
1827,Amazonas,2022-12-22 05:45,18.8,1.5,95
1828,Amazonas,2022-12-22 06:00,18.6,1.7,95
1829,Amazonas,2022-12-22 06:15,18.5,2.1,95
1830,Amazonas,2022-12-22 06:30,18.5,5.1,94
1831,Amazonas,2022-12-22 06:45,18.5,11.8,95
1832,Amazonas,2022-12-22 07:00,18.5,18.2,95
1833,Amazonas,2022-12-22 07:15,19.3,317.5,95
1834,Amazonas,2022-12-22 07:30,21.5,373.7,86
1835,Amazonas,2022-12-22 07:45,22.8,168.4,84
1836,Amazonas,2022-12-22 08:00,24.3,212.4,78
1837,Amazonas,2022-12-22 08:15,25.3,241.6,73
1838,Amazonas,2022-12-22 08:30,26.2,267.0,70
1839,Amazonas,2022-12-22 08:45,27.1,311.3,67
1840,Amazonas,2022-12-22 09:00,28.0,347.1,65
1841,Amazonas,2022-12-22 09:15,28.7,388.0,63
1842,Amazonas,2022-12-22 09:30,29.3,426.5,58
1843,Amazonas,2022-12-22 09:45,29.7,457.9,55
1844,Amazonas,2022-12-22 10:00,30.6,486.7,54
1845,Amazonas,2022-12-22 10:15,30.9,506.7,53
1846,Amazonas,2022-12-22 10:30,31.4,537.4,51
1847,Amazonas,2022-12-22 10:45,31.5,557.2,52
1848,Amazonas,2022-12-22 11:00,31.7,574.2,51
1849,Amazonas,2022-12-22 11:15,32.4,593.5,51
1850,Amazonas,2022-12-22 11:30,32.7,607.3,47
1851,Amazonas,2022-12-22 11:45,32.5,619.4,46
1852,Amazonas,2022-12-22 12:00,33.0,622.0,46
1853,Amazonas,2022-12-22 12:15,33.1,619.3,47
1854,Amazonas,2022-12-22 12:30,33.0,617.9,46
1855,Amazonas,2022-12-22 12:45,33.2,615.2,46
1856,Amazonas,2022-12-22 13:00,33.2,608.1,47
1857,Amazonas,2022-12-22 13:15,33.3,598.2,45
1858,Amazonas,2022-12-22 13:30,33.2,582.2,47
1859,Amazonas,2022-12-22 13:45,33.0,561.0,47
1860,Amazonas,2022-12-22 14:00,33.2,540.5,48
1861,Amazonas,2022-12-22 14:15,32.9,514.4,49
1862,Amazonas,2022-12-22 14:30,32.8,483.0,49
1863,Amazonas,2022-12-22 14:45,32.7,452.6,50
1864,Amazonas,2022-12-22 15:00,32.6,418.4,50
1865,Amazonas,2022-12-22 15:15,32.4,382.1,50
1866,Amazonas,2022-12-22 15:30,32.2,343.7,51
1867,Amazonas,2022-12-22 15:45,32.0,305.4,51
1868,Amazonas,2022-12-22 16:00,31.8,255.8,52
1869,Amazonas,2022-12-22 16:15,31.4,211.2,53
1870,Amazonas,2022-12-22 16:30,31.0,170.2,54
1871,Amazonas,2022-12-22 16:45,30.5,130.6,56
1872,Amazonas,2022-12-22 17:00,30.1,93.1,59
1873,Amazonas,2022-12-22 17:15,29.3,50.6,63
1874,Amazonas,2022-12-22 17:30,28.2,16.1,67
1875,Amazonas,2022-12-22 17:45,26.9,6.3,74
1876,Amazonas,2022-12-22 18:00,25.8,2.2,80
1877,Amazonas,2022-12-22 18:15,25.2,1.3,82
1878,Amazonas,2022-12-22 18:30,24.7,1.4,85
1879,Amazonas,2022-12-22 18:45,24.3,1.3,86
1880,Amazonas,2022-12-22 19:00,24.1,1.4,88
1881,Amazonas,2022-12-22 19:15,23.8,1.4,89
1882,Amazonas,2022-12-22 19:30,23.7,1.3,90
1883,Amazonas,2022-12-22 19:45,23.4,1.6,91
1884,Amazonas,2022-12-22 20:00,23.1,1.4,91
1885,Amazonas,2022-12-22 20:15,22.8,1.4,92
1886,Amazonas,2022-12-22 20:30,22.6,1.5,92
1887,Amazonas,2022-12-22 20:45,22.4,1.3,93
1888,Amazonas,2022-12-22 21:00,22.3,1.4,93
1889,Amazonas,2022-12-22 21:15,22.1,1.3,93
1890,Amazonas,2022-12-22 21:30,21.9,1.4,94
1891,Amazonas,2022-12-22 21:45,21.7,1.4,94
1892,Amazonas,2022-12-22 22:00,21.6,1.4,94
1893,Amazonas,2022-12-22 22:15,21.4,1.3,94
1894,Amazonas,2022-12-22 22:30,21.3,1.3,95
1895,Amazonas,2022-12-22 22:45,21.2,1.2,95
1896,Amazonas,2022-12-22 23:00,21.1,1.3,95
1897,Amazonas,2022-12-22 23:15,21.1,1.3,95
1898,Amazonas,2022-12-22 23:30,21.0,1.4,95
1899,Amazonas,2022-12-22 23:45,20.7,1.4,95
1900,Amazonas,2022-12-23 00:00,20.6,1.4,96
1901,Amazonas,2022-12-23 00:15,20.5,1.5,96
1902,Amazonas,2022-12-23 00:30,20.5,1.5,96
1903,Amazonas,2022-12-23 00:45,20.3,1.7,96
1904,Amazonas,2022-12-23 01:00,20.1,1.7,96
1905,Amazonas,2022-12-23 01:15,20.1,1.6,96
1906,Amazonas,2022-12-23 01:30,20.0,1.5,96
1907,Amazonas,2022-12-23 01:45,19.9,1.6,96
1908,Amazonas,2022-12-23 02:00,19.7,1.5,96
1909,Amazonas,2022-12-23 02:15,19.9,1.3,97
