,Estacion,Fecha,temperatura,radiacion,humedad relativa
2901,Bonanza,2022-12-13 10:30,30.3,578.9,74
2902,Bonanza,2022-12-13 10:45,30.8,617.4,71
2903,Bonanza,2022-12-13 11:00,31.0,638.6,69
2904,Bonanza,2022-12-13 11:15,31.2,661.8,66
2905,Bonanza,2022-12-13 11:30,31.8,668.4,67
2906,Bonanza,2022-12-13 11:45,31.8,691.3,66
2907,Bonanza,2022-12-13 12:00,32.1,693.7,67
2908,Bonanza,2022-12-13 12:15,32.0,691.0,65
2909,Bonanza,2022-12-13 12:30,32.3,679.1,62
2910,Bonanza,2022-12-13 12:45,33.0,705.8,62
2911,Bonanza,2022-12-13 13:00,32.5,701.0,62
2912,Bonanza,2022-12-13 13:15,32.6,688.4,64
2913,Bonanza,2022-12-13 13:30,32.7,686.8,67
2914,Bonanza,2022-12-13 13:45,31.7,288.6,68
2915,Bonanza,2022-12-13 14:00,31.3,571.6,70
2916,Bonanza,2022-12-13 14:15,32.1,555.2,66
2917,Bonanza,2022-12-13 14:30,30.7,244.5,70
2918,Bonanza,2022-12-13 14:45,30.9,495.0,70
2919,Bonanza,2022-12-13 15:00,31.1,440.4,69
2920,Bonanza,2022-12-13 15:15,30.6,384.1,70
2921,Bonanza,2022-12-13 15:30,30.4,338.9,70
2922,Bonanza,2022-12-13 15:45,30.3,303.2,70
2923,Bonanza,2022-12-13 16:00,30.2,263.3,71
2924,Bonanza,2022-12-13 16:15,30.0,219.2,72
2925,Bonanza,2022-12-13 16:30,29.3,157.7,74
2926,Bonanza,2022-12-13 16:45,28.9,132.6,76
2927,Bonanza,2022-12-13 17:00,28.5,93.7,77
2928,Bonanza,2022-12-13 17:15,28.0,59.4,79
2929,Bonanza,2022-12-13 17:30,27.6,27.2,82
2930,Bonanza,2022-12-13 17:45,26.8,8.1,86
2931,Bonanza,2022-12-13 18:00,26.2,2.3,89
2932,Bonanza,2022-12-13 18:15,25.6,1.2,92
2933,Bonanza,2022-12-13 18:30,25.1,1.2,95
2934,Bonanza,2022-12-13 18:45,24.8,1.4,98
2935,Bonanza,2022-12-13 19:00,24.9,1.2,98
2936,Bonanza,2022-12-13 19:15,24.6,1.2,100
2937,Bonanza,2022-12-13 19:30,24.4,1.3,100
2938,Bonanza,2022-12-13 19:45,24.3,1.2,100
2939,Bonanza,2022-12-13 20:00,24.4,1.3,100
2940,Bonanza,2022-12-13 20:15,24.6,1.3,100
2941,Bonanza,2022-12-13 20:30,24.6,1.3,100
2942,Bonanza,2022-12-13 20:45,24.7,1.3,100
2943,Bonanza,2022-12-13 21:00,24.9,1.2,100
2944,Bonanza,2022-12-13 21:15,24.8,1.4,100
2945,Bonanza,2022-12-13 21:30,24.8,1.2,100
2946,Bonanza,2022-12-13 21:45,24.7,1.2,100
2947,Bonanza,2022-12-13 22:00,24.6,1.1,100
2948,Bonanza,2022-12-13 22:15,24.6,1.3,100
2949,Bonanza,2022-12-13 22:30,24.4,1.2,100
2950,Bonanza,2022-12-13 22:45,24.3,1.2,100
2951,Bonanza,2022-12-13 23:00,24.1,1.2,100
2952,Bonanza,2022-12-13 23:15,24.0,1.2,100
2953,Bonanza,2022-12-13 23:30,24.0,1.3,100
2954,Bonanza,2022-12-13 23:45,24.0,1.3,100
2955,Bonanza,2022-12-14 00:00,23.9,1.2,100
2956,Bonanza,2022-12-14 00:15,23.9,1.2,100
2957,Bonanza,2022-12-14 00:30,23.8,1.3,100
2958,Bonanza,2022-12-14 00:45,23.8,1.3,100
2959,Bonanza,2022-12-14 01:00,23.8,1.2,100
2960,Bonanza,2022-12-14 01:15,23.9,1.2,100
2961,Bonanza,2022-12-14 01:30,23.9,1.2,100
2962,Bonanza,2022-12-14 01:45,23.8,1.2,100
2963,Bonanza,2022-12-14 02:00,23.6,1.3,100
2964,Bonanza,2022-12-14 02:15,23.5,1.3,100
2965,Bonanza,2022-12-14 02:30,23.4,1.3,100
2966,Bonanza,2022-12-14 02:45,23.4,1.3,100
2967,Bonanza,2022-12-14 03:00,23.3,1.3,100
2968,Bonanza,2022-12-14 03:15,23.1,1.3,100
2969,Bonanza,2022-12-14 03:30,22.9,1.3,100
2970,Bonanza,2022-12-14 03:45,22.8,1.3,100
2971,Bonanza,2022-12-14 04:00,22.6,1.2,100
2972,Bonanza,2022-12-14 04:15,22.5,1.3,100
2973,Bonanza,2022-12-14 04:30,22.4,1.4,100
2974,Bonanza,2022-12-14 04:45,22.2,1.4,100
2975,Bonanza,2022-12-14 05:00,22.1,1.3,100
2976,Bonanza,2022-12-14 05:15,22.0,1.3,100
2977,Bonanza,2022-12-14 05:30,21.9,1.2,100
2978,Bonanza,2022-12-14 05:45,21.8,1.3,100
2979,Bonanza,2022-12-14 06:00,21.6,1.3,100
2980,Bonanza,2022-12-14 06:15,21.4,2.0,100
2981,Bonanza,2022-12-14 06:30,21.4,8.0,100
2982,Bonanza,2022-12-14 06:45,21.4,24.3,100
2983,Bonanza,2022-12-14 07:00,21.7,52.0,100
2984,Bonanza,2022-12-14 07:15,21.9,39.0,100
2985,Bonanza,2022-12-14 07:30,22.0,63.7,100
2986,Bonanza,2022-12-14 07:45,22.4,109.3,100
2987,Bonanza,2022-12-14 08:00,23.0,155.6,100
2988,Bonanza,2022-12-14 08:15,23.6,209.7,100
2989,Bonanza,2022-12-14 08:30,25.5,321.6,93
2990,Bonanza,2022-12-14 08:45,27.2,370.5,86
2991,Bonanza,2022-12-14 09:00,28.2,410.3,83
2992,Bonanza,2022-12-14 09:15,29.0,455.8,80
2993,Bonanza,2022-12-14 09:30,29.5,493.5,79
2994,Bonanza,2022-12-14 09:45,30.2,536.9,76
2995,Bonanza,2022-12-14 10:00,30.3,575.7,75
2996,Bonanza,2022-12-14 10:15,30.9,659.5,73
2997,Bonanza,2022-12-14 10:30,31.7,718.8,71
2998,Bonanza,2022-12-14 10:45,31.6,596.4,70
2999,Bonanza,2022-12-14 11:00,31.2,567.6,70
3000,Bonanza,2022-12-14 11:15,32.1,802.1,67
3001,Bonanza,2022-12-14 11:30,31.9,846.2,70
3002,Bonanza,2022-12-14 11:45,32.1,828.2,68
3003,Bonanza,2022-12-14 12:00,32.1,691.8,67
3004,Bonanza,2022-12-14 12:15,31.5,497.0,69
3005,Bonanza,2022-12-14 12:30,31.3,415.8,70
3006,Bonanza,2022-12-14 12:45,32.3,704.1,67
3007,Bonanza,2022-12-14 13:00,32.9,813.2,64
3008,Bonanza,2022-12-14 13:15,32.9,785.1,66
3009,Bonanza,2022-12-14 13:30,32.4,766.2,66
3010,Bonanza,2022-12-14 13:45,32.5,592.4,66
3011,Bonanza,2022-12-14 14:00,31.2,224.6,69
3012,Bonanza,2022-12-14 14:15,30.2,231.9,73
3013,Bonanza,2022-12-14 14:30,31.6,596.6,70
3014,Bonanza,2022-12-14 14:45,31.7,564.2,70
3015,Bonanza,2022-12-14 15:00,31.1,450.4,70
3016,Bonanza,2022-12-14 15:15,31.0,398.1,70
3017,Bonanza,2022-12-14 15:30,31.0,366.9,70
3018,Bonanza,2022-12-14 15:45,30.7,317.4,71
3019,Bonanza,2022-12-14 16:00,30.4,269.9,73
3020,Bonanza,2022-12-14 16:15,30.1,225.5,75
3021,Bonanza,2022-12-14 16:30,29.8,173.6,76
3022,Bonanza,2022-12-14 16:45,29.2,130.6,77
3023,Bonanza,2022-12-14 17:00,28.5,58.1,80
3024,Bonanza,2022-12-14 17:15,28.0,47.4,82
3025,Bonanza,2022-12-14 17:30,27.7,21.2,85
3026,Bonanza,2022-12-14 17:45,27.0,6.2,87
3027,Bonanza,2022-12-14 18:00,26.4,2.0,91
3028,Bonanza,2022-12-14 18:15,25.7,1.2,95
3029,Bonanza,2022-12-14 18:30,25.2,1.2,98
3030,Bonanza,2022-12-14 18:45,24.9,1.3,100
3031,Bonanza,2022-12-14 19:00,24.8,1.2,100
3032,Bonanza,2022-12-14 19:15,24.8,1.3,100
3033,Bonanza,2022-12-14 19:30,24.6,1.2,100
3034,Bonanza,2022-12-14 19:45,24.3,1.4,100
3035,Bonanza,2022-12-14 20:00,24.2,1.3,100
3036,Bonanza,2022-12-14 20:15,24.1,1.3,100
3037,Bonanza,2022-12-14 20:30,23.9,1.3,100
3038,Bonanza,2022-12-14 20:45,23.9,1.3,100
3039,Bonanza,2022-12-14 21:00,24.3,1.1,100
3040,Bonanza,2022-12-14 21:15,24.6,1.2,100
3041,Bonanza,2022-12-14 21:30,24.8,1.2,99
3042,Bonanza,2022-12-14 21:45,25.0,1.3,98
3043,Bonanza,2022-12-14 22:00,24.9,1.3,100
3044,Bonanza,2022-12-14 22:15,24.9,1.3,100
3045,Bonanza,2022-12-14 22:30,24.7,1.3,100
3046,Bonanza,2022-12-14 22:45,24.6,1.2,100
3047,Bonanza,2022-12-14 23:00,24.4,1.3,100
3048,Bonanza,2022-12-14 23:15,24.2,1.3,100
3049,Bonanza,2022-12-14 23:30,24.1,1.2,100
3050,Bonanza,2022-12-14 23:45,24.0,1.1,100
3051,Bonanza,2022-12-15 00:00,23.8,1.3,100
3052,Bonanza,2022-12-15 00:15,23.6,1.2,100
3053,Bonanza,2022-12-15 00:30,23.4,1.3,100
3054,Bonanza,2022-12-15 00:45,23.2,1.2,100
3055,Bonanza,2022-12-15 01:00,23.1,1.3,100
3056,Bonanza,2022-12-15 01:15,22.9,1.3,100
3057,Bonanza,2022-12-15 01:30,22.7,1.2,100
3058,Bonanza,2022-12-15 01:45,22.4,1.1,100
3059,Bonanza,2022-12-15 02:00,22.2,1.4,100
3060,Bonanza,2022-12-15 02:15,21.9,1.1,100
3061,Bonanza,2022-12-15 02:30,21.7,1.2,100
3062,Bonanza,2022-12-15 02:45,21.4,1.3,100
3063,Bonanza,2022-12-15 03:00,21.3,1.2,100
3064,Bonanza,2022-12-15 03:15,21.2,1.3,100
3065,Bonanza,2022-12-15 03:30,21.1,1.3,100
3066,Bonanza,2022-12-15 03:45,21.2,1.2,100
3067,Bonanza,2022-12-15 04:00,20.9,1.2,100
3068,Bonanza,2022-12-15 04:15,20.8,1.3,100
3069,Bonanza,2022-12-15 04:30,20.6,1.3,100
3070,Bonanza,2022-12-15 04:45,20.5,1.1,100
3071,Bonanza,2022-12-15 05:00,20.5,1.2,100
3072,Bonanza,2022-12-15 05:15,20.3,1.3,100
3073,Bonanza,2022-12-15 05:30,20.2,1.3,100
3074,Bonanza,2022-12-15 05:45,20.1,1.1,100
3075,Bonanza,2022-12-15 06:00,20.1,1.3,100
3076,Bonanza,2022-12-15 06:15,20.1,2.4,100
3077,Bonanza,2022-12-15 06:30,20.1,7.7,100
3078,Bonanza,2022-12-15 06:45,20.1,22.0,100
3079,Bonanza,2022-12-15 07:00,20.6,58.1,100
3080,Bonanza,2022-12-15 07:15,21.3,97.9,100
3081,Bonanza,2022-12-15 07:30,22.0,144.1,100
3082,Bonanza,2022-12-15 07:45,22.8,191.2,100
3083,Bonanza,2022-12-15 08:00,23.5,240.9,100
3084,Bonanza,2022-12-15 08:15,24.4,291.3,96
3085,Bonanza,2022-12-15 08:30,25.6,340.9,91
3086,Bonanza,2022-12-15 08:45,26.5,388.5,87
3087,Bonanza,2022-12-15 09:00,27.7,436.4,82
3088,Bonanza,2022-12-15 09:15,28.8,481.2,75
3089,Bonanza,2022-12-15 09:30,29.1,520.4,74
3090,Bonanza,2022-12-15 09:45,29.7,554.2,73
3091,Bonanza,2022-12-15 10:00,30.3,591.7,69
3092,Bonanza,2022-12-15 10:15,30.9,621.6,66
3093,Bonanza,2022-12-15 10:30,31.1,652.9,65
3094,Bonanza,2022-12-15 10:45,31.3,676.0,64
3095,Bonanza,2022-12-15 11:00,31.5,699.0,63
3096,Bonanza,2022-12-15 11:15,31.6,715.3,63
3097,Bonanza,2022-12-15 11:30,32.3,735.8,60
3098,Bonanza,2022-12-15 11:45,32.8,758.7,57
3099,Bonanza,2022-12-15 12:00,33.1,775.5,58
3100,Bonanza,2022-12-15 12:15,33.4,767.7,56
3101,Bonanza,2022-12-15 12:30,33.2,749.1,54
3102,Bonanza,2022-12-15 12:45,33.4,738.1,52
3103,Bonanza,2022-12-15 13:00,33.5,671.5,53
3104,Bonanza,2022-12-15 13:15,31.8,188.3,59
3105,Bonanza,2022-12-15 13:30,30.8,197.9,63
3106,Bonanza,2022-12-15 13:45,31.7,472.1,64
3107,Bonanza,2022-12-15 14:00,32.1,347.4,62
3108,Bonanza,2022-12-15 14:15,31.0,401.8,62
3109,Bonanza,2022-12-15 14:30,31.7,512.7,61
3110,Bonanza,2022-12-15 14:45,32.6,570.3,57
3111,Bonanza,2022-12-15 15:00,32.3,518.1,57
3112,Bonanza,2022-12-15 15:15,31.6,302.4,59
3113,Bonanza,2022-12-15 15:30,30.8,241.4,61
3114,Bonanza,2022-12-15 15:45,31.1,292.1,59
3115,Bonanza,2022-12-15 16:00,31.0,259.5,61
3116,Bonanza,2022-12-15 16:15,30.6,172.2,61
3117,Bonanza,2022-12-15 16:30,30.0,164.1,63
3118,Bonanza,2022-12-15 16:45,29.6,115.8,66
3119,Bonanza,2022-12-15 17:00,29.0,77.1,69
3120,Bonanza,2022-12-15 17:15,28.5,49.3,72
3121,Bonanza,2022-12-15 17:30,27.7,19.8,76
3122,Bonanza,2022-12-15 17:45,27.1,5.4,79
3123,Bonanza,2022-12-15 18:00,26.7,2.4,81
3124,Bonanza,2022-12-15 18:15,26.1,1.3,85
3125,Bonanza,2022-12-15 18:30,25.1,1.2,92
3126,Bonanza,2022-12-15 18:45,24.4,1.3,97
3127,Bonanza,2022-12-15 19:00,23.9,1.2,99
3128,Bonanza,2022-12-15 19:15,23.6,1.2,100
3129,Bonanza,2022-12-15 19:30,23.4,1.3,100
3130,Bonanza,2022-12-15 19:45,23.3,1.1,100
3131,Bonanza,2022-12-15 20:00,23.1,1.2,100
3132,Bonanza,2022-12-15 20:15,23.0,1.3,100
3133,Bonanza,2022-12-15 20:30,22.9,1.1,100
3134,Bonanza,2022-12-15 20:45,22.6,1.2,100
3135,Bonanza,2022-12-15 21:00,22.6,1.3,100
3136,Bonanza,2022-12-15 21:15,22.4,1.3,100
3137,Bonanza,2022-12-15 21:30,22.4,1.1,100
3138,Bonanza,2022-12-15 21:45,22.4,1.2,100
3139,Bonanza,2022-12-15 22:00,22.4,1.3,100
3140,Bonanza,2022-12-15 22:15,22.4,1.3,100
3141,Bonanza,2022-12-15 22:30,22.2,1.3,100
3142,Bonanza,2022-12-15 22:45,22.1,1.4,100
3143,Bonanza,2022-12-15 23:00,22.0,1.2,100
3144,Bonanza,2022-12-15 23:15,21.8,1.3,100
3145,Bonanza,2022-12-15 23:30,21.6,1.3,100
3146,Bonanza,2022-12-15 23:45,21.5,1.3,100
3147,Bonanza,2022-12-16 00:00,21.3,1.3,100
3148,Bonanza,2022-12-16 00:15,21.3,1.2,100
3149,Bonanza,2022-12-16 00:30,21.1,1.3,100
3150,Bonanza,2022-12-16 00:45,21.0,1.3,100
3151,Bonanza,2022-12-16 01:00,20.9,1.2,100
3152,Bonanza,2022-12-16 01:15,21.0,1.2,100
3153,Bonanza,2022-12-16 01:30,21.1,1.2,100
3154,Bonanza,2022-12-16 01:45,20.9,1.3,100
3155,Bonanza,2022-12-16 02:00,20.8,1.2,100
3156,Bonanza,2022-12-16 02:15,20.8,1.3,100
3157,Bonanza,2022-12-16 02:30,20.6,1.2,100
3158,Bonanza,2022-12-16 02:45,20.5,1.2,100
3159,Bonanza,2022-12-16 03:00,20.4,1.2,100
3160,Bonanza,2022-12-16 03:15,20.4,1.3,100
3161,Bonanza,2022-12-16 03:30,20.4,1.1,100
3162,Bonanza,2022-12-16 03:45,20.4,1.2,100
3163,Bonanza,2022-12-16 04:00,20.3,1.1,100
3164,Bonanza,2022-12-16 04:15,20.4,1.3,100
3165,Bonanza,2022-12-16 04:30,20.2,1.2,100
3166,Bonanza,2022-12-16 04:45,20.1,1.3,100
3167,Bonanza,2022-12-16 05:00,19.9,1.3,100
3168,Bonanza,2022-12-16 05:15,19.7,1.3,100
3169,Bonanza,2022-12-16 05:30,19.7,1.2,100
3170,Bonanza,2022-12-16 05:45,19.7,1.2,100
3171,Bonanza,2022-12-16 06:00,19.6,1.2,100
3172,Bonanza,2022-12-16 06:15,19.4,2.2,100
3173,Bonanza,2022-12-16 06:30,19.4,6.9,100
3174,Bonanza,2022-12-16 06:45,19.5,18.8,100
3175,Bonanza,2022-12-16 07:00,20.1,56.6,100
3176,Bonanza,2022-12-16 07:15,20.6,94.1,100
3177,Bonanza,2022-12-16 07:30,21.2,138.4,100
3178,Bonanza,2022-12-16 07:45,21.8,186.0,99
3179,Bonanza,2022-12-16 08:00,22.7,235.1,96
3180,Bonanza,2022-12-16 08:15,23.8,281.9,92
3181,Bonanza,2022-12-16 08:30,24.8,325.1,88
3182,Bonanza,2022-12-16 08:45,25.9,363.6,83
3183,Bonanza,2022-12-16 09:00,27.1,411.0,79
3184,Bonanza,2022-12-16 09:15,28.4,454.3,74
3185,Bonanza,2022-12-16 09:30,29.0,494.0,71
3186,Bonanza,2022-12-16 09:45,29.6,524.6,68
3187,Bonanza,2022-12-16 10:00,29.9,566.4,67
3188,Bonanza,2022-12-16 10:15,30.4,595.1,66
3189,Bonanza,2022-12-16 10:30,30.6,610.8,64
3190,Bonanza,2022-12-16 10:45,31.0,638.0,63
3191,Bonanza,2022-12-16 11:00,31.6,651.6,62
3192,Bonanza,2022-12-16 11:15,31.7,678.8,60
3193,Bonanza,2022-12-16 11:30,32.0,700.2,58
3194,Bonanza,2022-12-16 11:45,32.3,706.6,57
3195,Bonanza,2022-12-16 12:00,32.6,709.1,56
3196,Bonanza,2022-12-16 12:15,32.7,705.5,56
3197,Bonanza,2022-12-16 12:30,32.7,697.8,55
3198,Bonanza,2022-12-16 12:45,33.2,687.7,55
3199,Bonanza,2022-12-16 13:00,33.5,681.4,53
3200,Bonanza,2022-12-16 13:15,33.5,583.0,54
3201,Bonanza,2022-12-16 13:30,33.7,629.7,56
3202,Bonanza,2022-12-16 13:45,33.4,418.3,55
3203,Bonanza,2022-12-16 14:00,32.8,342.2,57
3204,Bonanza,2022-12-16 14:15,31.6,192.7,63
3205,Bonanza,2022-12-16 14:30,30.8,324.8,68
3206,Bonanza,2022-12-16 14:45,32.3,553.0,63
3207,Bonanza,2022-12-16 15:00,32.7,492.5,61
3208,Bonanza,2022-12-16 15:15,32.4,422.7,60
3209,Bonanza,2022-12-16 15:30,32.3,366.2,59
3210,Bonanza,2022-12-16 15:45,31.8,314.8,61
3211,Bonanza,2022-12-16 16:00,31.4,255.3,62
3212,Bonanza,2022-12-16 16:15,31.3,247.7,62
3213,Bonanza,2022-12-16 16:30,30.9,157.2,63
3214,Bonanza,2022-12-16 16:45,30.2,100.6,65
3215,Bonanza,2022-12-16 17:00,29.8,89.2,66
3216,Bonanza,2022-12-16 17:15,29.3,60.1,67
3217,Bonanza,2022-12-16 17:30,28.6,24.4,70
3218,Bonanza,2022-12-16 17:45,27.6,6.5,78
3219,Bonanza,2022-12-16 18:00,26.2,1.8,86
3220,Bonanza,2022-12-16 18:15,25.5,1.2,88
3221,Bonanza,2022-12-16 18:30,24.9,1.3,92
3222,Bonanza,2022-12-16 18:45,24.5,1.2,94
3223,Bonanza,2022-12-16 19:00,24.2,1.2,96
3224,Bonanza,2022-12-16 19:15,23.9,1.3,99
3225,Bonanza,2022-12-16 19:30,23.6,1.3,100
3226,Bonanza,2022-12-16 19:45,23.4,1.3,100
3227,Bonanza,2022-12-16 20:00,23.3,1.3,100
3228,Bonanza,2022-12-16 20:15,23.1,1.2,100
3229,Bonanza,2022-12-16 20:30,23.0,1.2,100
3230,Bonanza,2022-12-16 20:45,22.8,1.3,100
3231,Bonanza,2022-12-16 21:00,22.6,1.2,100
3232,Bonanza,2022-12-16 21:15,22.5,1.3,100
3233,Bonanza,2022-12-16 21:30,22.2,1.1,100
3234,Bonanza,2022-12-16 21:45,22.2,1.3,100
3235,Bonanza,2022-12-16 22:00,22.1,1.2,100
3236,Bonanza,2022-12-16 22:15,22.0,1.2,100
3237,Bonanza,2022-12-16 22:30,21.8,1.2,100
3238,Bonanza,2022-12-16 22:45,21.7,1.2,100
3239,Bonanza,2022-12-16 23:00,21.6,1.3,100
3240,Bonanza,2022-12-16 23:15,21.6,1.2,100
3241,Bonanza,2022-12-16 23:30,21.5,1.3,100
3242,Bonanza,2022-12-16 23:45,21.7,1.2,100
3243,Bonanza,2022-12-17 00:00,21.7,1.3,100
3244,Bonanza,2022-12-17 00:15,21.7,1.2,100
3245,Bonanza,2022-12-17 00:30,21.5,1.3,100
3246,Bonanza,2022-12-17 00:45,21.4,1.4,100
3247,Bonanza,2022-12-17 01:00,21.2,1.1,100
3248,Bonanza,2022-12-17 01:15,21.0,1.1,100
3249,Bonanza,2022-12-17 01:30,20.8,1.3,100
3250,Bonanza,2022-12-17 01:45,20.6,1.3,100
3251,Bonanza,2022-12-17 02:00,20.5,1.1,100
3252,Bonanza,2022-12-17 02:15,20.4,1.2,100
3253,Bonanza,2022-12-17 02:30,20.3,1.1,100
3254,Bonanza,2022-12-17 02:45,20.3,1.2,100
3255,Bonanza,2022-12-17 03:00,20.4,1.1,100
3256,Bonanza,2022-12-17 03:15,20.3,1.2,100
3257,Bonanza,2022-12-17 03:30,20.3,1.3,100
3258,Bonanza,2022-12-17 03:45,20.3,1.3,100
3259,Bonanza,2022-12-17 04:00,20.3,1.2,100
3260,Bonanza,2022-12-17 04:15,20.1,1.2,100
3261,Bonanza,2022-12-17 04:30,19.9,1.2,100
3262,Bonanza,2022-12-17 04:45,19.9,1.1,100
3263,Bonanza,2022-12-17 05:00,19.9,1.2,100
3264,Bonanza,2022-12-17 05:15,19.9,1.3,100
3265,Bonanza,2022-12-17 05:30,19.9,1.2,100
3266,Bonanza,2022-12-17 05:45,19.8,1.1,100
3267,Bonanza,2022-12-17 06:00,19.7,1.3,100
3268,Bonanza,2022-12-17 06:15,19.6,1.9,100
3269,Bonanza,2022-12-17 06:30,19.5,7.1,100
3270,Bonanza,2022-12-17 06:45,19.6,19.8,100
3271,Bonanza,2022-12-17 07:00,19.9,45.1,100
3272,Bonanza,2022-12-17 07:15,20.3,72.7,100
3273,Bonanza,2022-12-17 07:30,20.8,115.5,100
3274,Bonanza,2022-12-17 07:45,21.3,154.6,100
3275,Bonanza,2022-12-17 08:00,22.2,202.6,95
3276,Bonanza,2022-12-17 08:15,24.1,253.3,89
3277,Bonanza,2022-12-17 08:30,25.5,298.6,85
3278,Bonanza,2022-12-17 08:45,26.9,341.2,79
3279,Bonanza,2022-12-17 09:00,28.1,360.7,75
3280,Bonanza,2022-12-17 09:15,28.6,406.1,74
3281,Bonanza,2022-12-17 09:30,29.4,411.4,71
3282,Bonanza,2022-12-17 09:45,29.7,458.4,72
3283,Bonanza,2022-12-17 10:00,30.8,541.0,68
3284,Bonanza,2022-12-17 10:15,31.0,577.0,64
3285,Bonanza,2022-12-17 10:30,31.6,605.5,61
3286,Bonanza,2022-12-17 10:45,31.9,633.4,61
3287,Bonanza,2022-12-17 11:00,32.2,656.5,60
3288,Bonanza,2022-12-17 11:15,32.3,671.5,59
3289,Bonanza,2022-12-17 11:30,32.4,688.7,57
3290,Bonanza,2022-12-17 11:45,33.0,701.9,57
3291,Bonanza,2022-12-17 12:00,33.6,709.0,56
3292,Bonanza,2022-12-17 12:15,33.4,708.1,57
3293,Bonanza,2022-12-17 12:30,33.5,701.7,55
3294,Bonanza,2022-12-17 12:45,33.9,680.0,56
3295,Bonanza,2022-12-17 13:00,33.8,653.0,56
3296,Bonanza,2022-12-17 13:15,33.6,665.8,62
3297,Bonanza,2022-12-17 13:30,33.3,668.1,64
3298,Bonanza,2022-12-17 13:45,33.1,624.9,63
3299,Bonanza,2022-12-17 14:00,33.4,605.0,62
3300,Bonanza,2022-12-17 14:15,33.2,568.2,62
3301,Bonanza,2022-12-17 14:30,32.9,516.5,63
3302,Bonanza,2022-12-17 14:45,33.0,476.1,61
3303,Bonanza,2022-12-17 15:00,33.0,430.8,62
3304,Bonanza,2022-12-17 15:15,32.6,379.7,65
3305,Bonanza,2022-12-17 15:30,32.4,335.5,65
3306,Bonanza,2022-12-17 15:45,32.2,298.8,66
3307,Bonanza,2022-12-17 16:00,31.9,252.5,66
3308,Bonanza,2022-12-17 16:15,31.2,168.6,68
3309,Bonanza,2022-12-17 16:30,30.8,155.2,69
3310,Bonanza,2022-12-17 16:45,30.5,121.9,70
3311,Bonanza,2022-12-17 17:00,30.1,85.9,73
3312,Bonanza,2022-12-17 17:15,29.5,51.9,76
3313,Bonanza,2022-12-17 17:30,28.7,22.5,78
3314,Bonanza,2022-12-17 17:45,27.8,6.7,83
3315,Bonanza,2022-12-17 18:00,26.8,2.0,87
3316,Bonanza,2022-12-17 18:15,26.0,1.4,93
3317,Bonanza,2022-12-17 18:30,25.3,1.2,97
3318,Bonanza,2022-12-17 18:45,24.8,1.3,99
3319,Bonanza,2022-12-17 19:00,24.5,1.2,100
3320,Bonanza,2022-12-17 19:15,24.4,1.3,100
3321,Bonanza,2022-12-17 19:30,24.3,1.1,100
3322,Bonanza,2022-12-17 19:45,24.0,1.2,100
3323,Bonanza,2022-12-17 20:00,23.8,1.2,100
3324,Bonanza,2022-12-17 20:15,23.6,1.1,100
3325,Bonanza,2022-12-17 20:30,23.5,1.3,100
3326,Bonanza,2022-12-17 20:45,23.2,1.3,100
3327,Bonanza,2022-12-17 21:00,23.2,1.2,100
3328,Bonanza,2022-12-17 21:15,23.0,1.3,100
3329,Bonanza,2022-12-17 21:30,22.9,1.3,100
3330,Bonanza,2022-12-17 21:45,22.8,1.3,100
3331,Bonanza,2022-12-17 22:00,22.8,1.3,100
3332,Bonanza,2022-12-17 22:15,22.7,1.4,100
3333,Bonanza,2022-12-17 22:30,22.7,1.2,100
3334,Bonanza,2022-12-17 22:45,22.6,1.3,100
3335,Bonanza,2022-12-17 23:00,22.5,1.2,100
3336,Bonanza,2022-12-17 23:15,22.5,1.1,100
3337,Bonanza,2022-12-17 23:30,22.3,1.2,100
3338,Bonanza,2022-12-17 23:45,22.2,1.2,100
3339,Bonanza,2022-12-18 00:00,22.1,1.3,100
3340,Bonanza,2022-12-18 00:15,22.1,1.2,100
3341,Bonanza,2022-12-18 00:30,22.0,1.3,100
3342,Bonanza,2022-12-18 00:45,21.8,1.2,100
3343,Bonanza,2022-12-18 01:00,21.7,1.2,100
3344,Bonanza,2022-12-18 01:15,21.7,1.2,100
3345,Bonanza,2022-12-18 01:30,21.6,1.2,100
3346,Bonanza,2022-12-18 01:45,21.5,1.2,100
3347,Bonanza,2022-12-18 02:00,21.4,1.2,100
3348,Bonanza,2022-12-18 02:15,21.4,1.3,100
3349,Bonanza,2022-12-18 02:30,21.4,1.3,100
3350,Bonanza,2022-12-18 02:45,21.4,1.2,100
3351,Bonanza,2022-12-18 03:00,21.3,1.1,100
3352,Bonanza,2022-12-18 03:15,21.2,1.3,100
3353,Bonanza,2022-12-18 03:30,21.2,1.3,100
3354,Bonanza,2022-12-18 03:45,21.2,1.2,100
3355,Bonanza,2022-12-18 04:00,21.1,1.3,100
3356,Bonanza,2022-12-18 04:15,21.0,1.3,100
3357,Bonanza,2022-12-18 04:30,20.9,1.3,100
3358,Bonanza,2022-12-18 04:45,20.8,1.2,100
3359,Bonanza,2022-12-18 05:00,20.7,1.2,100
3360,Bonanza,2022-12-18 05:15,20.7,1.3,100
3361,Bonanza,2022-12-18 05:30,20.6,1.1,100
3362,Bonanza,2022-12-18 05:45,20.6,1.1,100
3363,Bonanza,2022-12-18 06:00,20.5,1.2,100
3364,Bonanza,2022-12-18 06:15,20.6,2.8,100
3365,Bonanza,2022-12-18 06:30,20.6,13.9,100
